transaction_id,customer_id,product_id,purchase_date,price,city,festival
T95,c348,p0,2024-06-12T00:00:00.000000,299,Tezpur,
T96,c906,p7,2024-04-07T00:00:00.000000,349,Secunderabad,
T97,c486,p1,2024-02-26T00:00:00.000000,499,Tiruvottiyur,
T98,c377,p9,2024-05-08T00:00:00.000000,299,Jorhat,
T99,c330,p9,2024-05-18T00:00:00.000000,299,Rohtak,
T100,c494,p7,2024-02-23T00:00:00.000000,349,Mehsana,
T101,c980,p7,2024-06-27T00:00:00.000000,349,Hyderabad,
T102,c64,p3,2024-12-07T00:00:00.000000,149,Jaunpur,
T103,c227,p4,2024-05-30T00:00:00.000000,399,Rampur,
T104,c988,p4,2024-08-24T00:00:00.000000,399,Bettiah,
T105,c498,p3,2024-06-22T00:00:00.000000,149,Mathura,
T106,c227,p5,2024-11-01T00:00:00.000000,599,Rampur,Diwali
T107,c478,p4,2024-10-21T00:00:00.000000,399,New Delhi,
T108,c973,p7,2024-05-27T00:00:00.000000,349,Kozhikode,Summer
T109,c918,p7,2024-03-16T00:00:00.000000,349,Mysore,
T110,c679,p0,2024-05-14T00:00:00.000000,299,Gangtok,
T111,c523,p6,2024-10-20T00:00:00.000000,249,Vijayawada,Diwali
T112,c531,p1,2024-03-03T00:00:00.000000,499,Gaya,Holi
T113,c217,p7,2024-06-24T00:00:00.000000,349,Khammam,
T114,c769,p3,2024-04-18T00:00:00.000000,149,Sasaram,
T115,c291,p3,2024-07-12T00:00:00.000000,149,Kishanganj,
T116,c906,p0,2024-05-25T00:00:00.000000,299,Secunderabad,
T117,c644,p3,2024-10-19T00:00:00.000000,149,Uluberia,
T118,c982,p6,2024-01-02T00:00:00.000000,249,Yamunanagar,
T119,c307,p0,2024-12-30T00:00:00.000000,299,Ichalkaranji,
T120,c755,p0,2024-06-16T00:00:00.000000,299,Deoghar,Summer
T121,c127,p6,2024-04-29T00:00:00.000000,249,Ramgarh,
T122,c682,p1,2024-06-25T00:00:00.000000,499,Alappuzha,Summer
T123,c911,p1,2024-02-22T00:00:00.000000,499,Delhi,
T124,c462,p2,2024-02-20T00:00:00.000000,199,Bokaro,
T125,c855,p5,2024-05-27T00:00:00.000000,599,Jammu,
T126,c250,p8,2024-06-04T00:00:00.000000,199,Bhubaneswar,Summer
T127,c523,p5,2024-08-28T00:00:00.000000,599,Vijayawada,
T128,c163,p7,2024-06-18T00:00:00.000000,349,Nangloi Jat,Summer
T129,c889,p9,2024-12-14T00:00:00.000000,299,Hazaribagh,
T130,c232,p4,2024-03-10T00:00:00.000000,399,Meerut,
T131,c595,p8,2024-03-11T00:00:00.000000,199,Dehri,
T132,c522,p1,2024-12-27T00:00:00.000000,499,Jorhat,
T133,c369,p6,2024-03-12T00:00:00.000000,249,Panihati,
T134,c505,p5,2024-05-15T00:00:00.000000,599,Ahmedabad,Summer
T135,c404,p2,2024-06-01T00:00:00.000000,199,Tiruchirappalli,
T136,c101,p6,2024-03-25T00:00:00.000000,249,Durgapur,
T137,c326,p1,2024-03-23T00:00:00.000000,499,Malda,Holi
T138,c62,p1,2024-05-11T00:00:00.000000,499,Sonipat,
T139,c643,p4,2024-06-19T00:00:00.000000,399,Junagadh,
T140,c664,p8,2024-08-01T00:00:00.000000,199,Thanjavur,
T141,c901,p3,2024-11-10T00:00:00.000000,149,Dhule,
T142,c41,p1,2024-11-01T00:00:00.000000,499,Rourkela,
T143,c611,p7,2024-03-04T00:00:00.000000,349,Rajahmundry,Holi
T144,c74,p3,2024-04-16T00:00:00.000000,149,Uluberia,
T145,c116,p7,2024-12-31T00:00:00.000000,349,Bharatpur,
T146,c491,p2,2024-03-29T00:00:00.000000,199,Thanjavur,
T147,c561,p2,2024-04-13T00:00:00.000000,199,Panvel,
T148,c460,p0,2024-10-20T00:00:00.000000,299,Eluru,Diwali
T149,c890,p3,2024-10-17T00:00:00.000000,149,Ramagundam,
T150,c289,p7,2024-01-28T00:00:00.000000,349,Bikaner,
T151,c966,p2,2024-06-22T00:00:00.000000,199,Bangalore,
T152,c762,p2,2024-05-06T00:00:00.000000,199,Chittoor,
T153,c337,p8,2024-07-12T00:00:00.000000,199,Madanapalle,
T154,c732,p8,2024-01-11T00:00:00.000000,199,Mau,
T155,c931,p6,2024-07-25T00:00:00.000000,249,Chennai,
T156,c337,p2,2024-10-04T00:00:00.000000,199,Madanapalle,
T157,c104,p3,2024-07-08T00:00:00.000000,149,Sultan Pur Majra,
T158,c554,p8,2024-12-22T00:00:00.000000,199,Nizamabad,
T159,c275,p4,2024-12-22T00:00:00.000000,399,Tiruvottiyur,
T160,c795,p1,2024-09-20T00:00:00.000000,499,Indore,
T161,c571,p1,2024-03-11T00:00:00.000000,499,Nagercoil,Holi
T162,c242,p4,2024-12-16T00:00:00.000000,399,Phusro,
T163,c434,p5,2024-04-05T00:00:00.000000,599,Ajmer,
T164,c304,p2,2024-10-11T00:00:00.000000,199,Giridih,
T165,c368,p7,2024-05-22T00:00:00.000000,349,Chinsurah,
T166,c121,p0,2024-10-14T00:00:00.000000,299,Srinagar,
T167,c23,p1,2024-09-21T00:00:00.000000,499,Amravati,
T168,c62,p2,2024-10-26T00:00:00.000000,199,Sonipat,Diwali
T169,c381,p4,2024-10-28T00:00:00.000000,399,Madhyamgram,Diwali
T170,c172,p9,2024-07-02T00:00:00.000000,299,Aurangabad,
T171,c470,p1,2024-07-02T00:00:00.000000,499,Vellore,
T172,c639,p8,2024-10-30T00:00:00.000000,199,Naihati,
T173,c963,p6,2024-10-14T00:00:00.000000,249,Ulhasnagar,
T174,c121,p3,2024-10-22T00:00:00.000000,149,Srinagar,Diwali
T175,c275,p7,2024-12-03T00:00:00.000000,349,Tiruvottiyur,
T176,c352,p4,2024-03-19T00:00:00.000000,399,Malegaon,
T177,c566,p6,2024-03-30T00:00:00.000000,249,Chinsurah,
T178,c871,p8,2024-03-09T00:00:00.000000,199,Mehsana,
T179,c644,p7,2024-02-27T00:00:00.000000,349,Uluberia,
T180,c41,p9,2024-03-09T00:00:00.000000,299,Rourkela,Holi
T181,c147,p2,2024-06-28T00:00:00.000000,199,Danapur,
T182,c680,p7,2024-06-15T00:00:00.000000,349,Arrah,Summer
T183,c128,p3,2024-09-24T00:00:00.000000,149,Dewas,
T184,c495,p7,2024-03-31T00:00:00.000000,349,Nagpur,Holi
T185,c500,p7,2024-05-11T00:00:00.000000,349,Nellore,
T186,c190,p5,2024-11-09T00:00:00.000000,599,Bhatpara,
T187,c56,p9,2024-11-14T00:00:00.000000,299,Saharanpur,
T188,c918,p1,2024-10-19T00:00:00.000000,499,Mysore,
T189,c277,p8,2024-05-07T00:00:00.000000,199,Ulhasnagar,Summer
T190,c25,p6,2024-01-30T00:00:00.000000,249,Danapur,
T191,c859,p2,2024-06-11T00:00:00.000000,199,Hajipur,
T192,c557,p2,2024-06-25T00:00:00.000000,199,Amravati,
T193,c821,p6,2024-05-15T00:00:00.000000,249,Madhyamgram,
T194,c929,p0,2024-12-24T00:00:00.000000,299,Satna,
T195,c704,p2,2024-05-27T00:00:00.000000,199,Bongaigaon,
T196,c963,p5,2024-02-02T00:00:00.000000,599,Ulhasnagar,
T197,c202,p8,2024-08-07T00:00:00.000000,199,Indore,
T198,c35,p0,2024-03-30T00:00:00.000000,299,Giridih,
T199,c184,p8,2024-09-30T00:00:00.000000,199,Bhiwani,
T200,c941,p9,2024-10-24T00:00:00.000000,299,Bidar,Diwali
T201,c63,p7,2024-05-27T00:00:00.000000,349,Jodhpur,
T202,c762,p2,2024-11-26T00:00:00.000000,199,Chittoor,
T203,c257,p6,2024-07-27T00:00:00.000000,249,Tinsukia,
T204,c231,p6,2024-02-29T00:00:00.000000,249,Unnao,
T205,c595,p6,2024-10-20T00:00:00.000000,249,Dehri,
T206,c506,p5,2024-12-19T00:00:00.000000,599,Guna,
T207,c692,p4,2024-10-17T00:00:00.000000,399,Panvel,
T208,c168,p6,2024-08-12T00:00:00.000000,249,Jalgaon,
T209,c444,p3,2024-05-02T00:00:00.000000,149,Darbhanga,Summer
T210,c463,p6,2024-03-11T00:00:00.000000,249,Thiruvananthapuram,Holi
T211,c468,p6,2024-03-03T00:00:00.000000,249,Tadipatri,Holi
T212,c757,p1,2024-08-29T00:00:00.000000,499,Alwar,
T213,c239,p9,2024-03-16T00:00:00.000000,299,Phagwara,Holi
T214,c669,p7,2024-11-06T00:00:00.000000,349,Adoni,
T215,c545,p1,2024-05-25T00:00:00.000000,499,Allahabad,Summer
T216,c807,p3,2024-12-06T00:00:00.000000,149,Anantapur,
T217,c381,p3,2024-08-23T00:00:00.000000,149,Madhyamgram,
T218,c911,p3,2024-01-02T00:00:00.000000,149,Delhi,
T219,c587,p7,2024-08-15T00:00:00.000000,349,Bhusawal,
T220,c295,p1,2024-07-08T00:00:00.000000,499,Muzaffarnagar,
T221,c400,p1,2024-12-24T00:00:00.000000,499,Raebareli,
T222,c139,p5,2024-04-24T00:00:00.000000,599,Munger,
T223,c323,p6,2024-05-27T00:00:00.000000,249,Madanapalle,
T224,c952,p6,2024-03-05T00:00:00.000000,249,Maheshtala,Holi
T225,c530,p2,2024-10-06T00:00:00.000000,199,Kulti,
T226,c526,p0,2024-03-10T00:00:00.000000,299,Vasai-Virar,Holi
T227,c93,p4,2024-09-15T00:00:00.000000,399,Karawal Nagar,
T228,c983,p8,2024-12-22T00:00:00.000000,199,Dhule,
T229,c267,p0,2024-07-02T00:00:00.000000,299,Katihar,
T230,c184,p7,2024-04-12T00:00:00.000000,349,Bhiwani,
T231,c39,p0,2024-11-30T00:00:00.000000,299,Pimpri-Chinchwad,
T232,c352,p5,2024-10-13T00:00:00.000000,599,Malegaon,Diwali
T233,c796,p5,2024-08-11T00:00:00.000000,599,Satna,
T234,c87,p3,2024-04-11T00:00:00.000000,149,Nangloi Jat,
T235,c51,p4,2024-07-13T00:00:00.000000,399,Satna,
T236,c751,p5,2024-03-07T00:00:00.000000,599,Guna,Holi
T237,c103,p2,2024-03-12T00:00:00.000000,199,Meerut,
T238,c904,p7,2024-05-28T00:00:00.000000,349,Vijayanagaram,
T239,c2,p7,2024-03-17T00:00:00.000000,349,Anantapuram,
T240,c607,p9,2024-10-22T00:00:00.000000,299,Dewas,Diwali
T241,c641,p3,2024-12-27T00:00:00.000000,149,Alwar,
T242,c95,p0,2024-07-07T00:00:00.000000,299,Chandigarh,
T243,c153,p6,2024-05-28T00:00:00.000000,249,Gudivada,
T244,c701,p8,2024-06-07T00:00:00.000000,199,Rohtak,
T245,c645,p8,2024-10-07T00:00:00.000000,199,Siwan,
T246,c846,p3,2024-01-28T00:00:00.000000,149,Madurai,
T247,c797,p2,2024-06-26T00:00:00.000000,199,Deoghar,
T248,c933,p7,2024-06-23T00:00:00.000000,349,Bhopal,
T249,c438,p9,2024-12-01T00:00:00.000000,299,Hubli–Dharwad,
T250,c302,p4,2024-06-10T00:00:00.000000,399,Nagpur,Summer
T251,c843,p0,2024-03-28T00:00:00.000000,299,Dhule,
T252,c913,p2,2024-11-02T00:00:00.000000,199,Khandwa,Diwali
T253,c978,p6,2024-03-06T00:00:00.000000,249,Darbhanga,Holi
T254,c823,p1,2024-10-14T00:00:00.000000,499,Surat,
T255,c161,p5,2024-09-26T00:00:00.000000,599,Nashik,
T256,c31,p3,2024-05-18T00:00:00.000000,149,Dehri,Summer
T257,c457,p9,2024-03-08T00:00:00.000000,299,Jaipur,
T258,c94,p9,2024-03-28T00:00:00.000000,299,Aurangabad,
T259,c509,p3,2024-02-23T00:00:00.000000,149,Asansol,
T260,c599,p6,2024-08-05T00:00:00.000000,249,Kollam,
T261,c427,p3,2024-02-29T00:00:00.000000,149,Anantapuram,
T262,c237,p0,2024-02-29T00:00:00.000000,299,Kottayam,
T263,c838,p9,2024-11-02T00:00:00.000000,299,Vijayanagaram,
T264,c530,p8,2024-04-28T00:00:00.000000,199,Kulti,
T265,c816,p4,2024-11-19T00:00:00.000000,399,Gurgaon,
T266,c595,p0,2024-10-30T00:00:00.000000,299,Dehri,Diwali
T267,c906,p1,2024-11-14T00:00:00.000000,499,Secunderabad,
T268,c657,p0,2024-03-10T00:00:00.000000,299,Surendranagar Dudhrej,
T269,c81,p2,2024-08-06T00:00:00.000000,199,Amaravati,
T270,c259,p0,2024-12-22T00:00:00.000000,299,Dharmavaram,
T271,c274,p5,2024-08-05T00:00:00.000000,599,Madhyamgram,
T272,c410,p1,2024-05-08T00:00:00.000000,499,Imphal,Summer
T273,c313,p2,2024-01-02T00:00:00.000000,199,Uluberia,
T274,c86,p1,2024-03-22T00:00:00.000000,499,Giridih,Holi
T275,c659,p7,2024-10-28T00:00:00.000000,349,Saharsa,Diwali
T276,c114,p5,2024-01-30T00:00:00.000000,599,Mahbubnagar,
T277,c940,p8,2024-02-17T00:00:00.000000,199,Khora ,
T278,c273,p0,2024-03-20T00:00:00.000000,299,Alwar,Holi
T279,c636,p7,2024-08-17T00:00:00.000000,349,Ghaziabad,
T280,c244,p5,2024-11-23T00:00:00.000000,599,Meerut,
T281,c360,p3,2024-03-22T00:00:00.000000,149,Thrissur,Holi
T282,c84,p6,2024-04-23T00:00:00.000000,249,Sikar,
T283,c522,p8,2024-10-01T00:00:00.000000,199,Jorhat,
T284,c584,p1,2024-02-20T00:00:00.000000,499,Ambattur,
T285,c826,p1,2024-01-20T00:00:00.000000,499,Tirupati,
T286,c676,p9,2024-08-24T00:00:00.000000,299,Karnal,
T287,c121,p7,2024-12-01T00:00:00.000000,349,Srinagar,
T288,c218,p0,2024-06-22T00:00:00.000000,299,Giridih,
T289,c267,p8,2024-02-11T00:00:00.000000,199,Katihar,
T290,c333,p3,2024-12-08T00:00:00.000000,149,Visakhapatnam,
T291,c528,p9,2024-04-11T00:00:00.000000,299,Ambala,
T292,c21,p5,2024-09-03T00:00:00.000000,599,Gangtok,
T293,c737,p3,2024-10-25T00:00:00.000000,149,Cuttack,Diwali
T294,c912,p4,2024-04-25T00:00:00.000000,399,Anantapur,
T295,c736,p3,2024-10-10T00:00:00.000000,149,Chennai,
T296,c856,p7,2024-09-24T00:00:00.000000,349,Mehsana,
T297,c836,p7,2024-06-26T00:00:00.000000,349,Nagercoil,Summer
T298,c791,p7,2024-03-15T00:00:00.000000,349,Ramagundam,Holi
T299,c16,p2,2024-09-20T00:00:00.000000,199,Karawal Nagar,
T300,c783,p2,2024-03-31T00:00:00.000000,199,Durg,Holi
T301,c456,p3,2024-11-07T00:00:00.000000,149,Thrissur,
T302,c335,p4,2024-11-24T00:00:00.000000,399,Tenali,
T303,c312,p2,2024-05-09T00:00:00.000000,199,Nanded,
T304,c489,p1,2024-03-16T00:00:00.000000,499,Purnia,
T305,c799,p6,2024-05-12T00:00:00.000000,249,Mysore,Summer
T306,c837,p7,2024-01-05T00:00:00.000000,349,Tezpur,
T307,c543,p6,2024-03-17T00:00:00.000000,249,Begusarai,Holi
T308,c871,p0,2024-06-09T00:00:00.000000,299,Mehsana,Summer
T309,c840,p2,2024-10-11T00:00:00.000000,199,Bhind,
T310,c892,p3,2024-01-12T00:00:00.000000,149,Shimoga,
T311,c457,p5,2024-08-02T00:00:00.000000,599,Jaipur,
T312,c231,p9,2024-10-12T00:00:00.000000,299,Unnao,
T313,c952,p4,2024-02-16T00:00:00.000000,399,Maheshtala,
T314,c891,p3,2024-03-27T00:00:00.000000,149,Danapur,Holi
T315,c760,p4,2024-02-12T00:00:00.000000,399,Ahmednagar,
T316,c405,p5,2024-06-08T00:00:00.000000,599,Shahjahanpur,
T317,c579,p0,2024-01-19T00:00:00.000000,299,Kishanganj,
T318,c365,p3,2024-04-27T00:00:00.000000,149,Tezpur,
T319,c871,p9,2024-03-05T00:00:00.000000,299,Mehsana,
T320,c761,p3,2024-01-21T00:00:00.000000,149,Berhampur,
T321,c521,p7,2024-02-03T00:00:00.000000,349,Karnal,
T322,c737,p6,2024-03-16T00:00:00.000000,249,Cuttack,
T323,c169,p4,2024-11-15T00:00:00.000000,399,Bhagalpur,
T324,c724,p7,2024-03-20T00:00:00.000000,349,Secunderabad,
T325,c407,p2,2024-10-14T00:00:00.000000,199,Thane,
T326,c483,p5,2024-06-09T00:00:00.000000,599,Allahabad,
T327,c202,p1,2024-03-26T00:00:00.000000,499,Indore,
T328,c132,p6,2024-05-25T00:00:00.000000,249,Guntakal,
T329,c175,p9,2024-10-20T00:00:00.000000,299,Ambala,
T330,c134,p5,2024-04-04T00:00:00.000000,599,Serampore,
T331,c782,p1,2024-03-15T00:00:00.000000,499,Ranchi,
T332,c957,p9,2024-05-08T00:00:00.000000,299,Kottayam,
T333,c52,p5,2024-02-25T00:00:00.000000,599,Gorakhpur,
T334,c691,p4,2024-05-10T00:00:00.000000,399,Ramagundam,Summer
T335,c535,p4,2024-03-11T00:00:00.000000,399,Narasaraopet,Holi
T336,c807,p6,2024-11-01T00:00:00.000000,249,Anantapur,
T337,c10,p0,2024-03-09T00:00:00.000000,299,Dehradun,
T338,c446,p1,2024-05-12T00:00:00.000000,499,Sri Ganganagar,Summer
T339,c274,p0,2024-10-17T00:00:00.000000,299,Madhyamgram,Diwali
T340,c110,p4,2024-09-15T00:00:00.000000,399,Karaikudi,
T341,c548,p9,2024-06-08T00:00:00.000000,299,Ghaziabad,
T342,c355,p6,2024-11-30T00:00:00.000000,249,Kamarhati,
T343,c285,p7,2024-06-16T00:00:00.000000,349,Proddatur,
T344,c132,p8,2024-12-18T00:00:00.000000,199,Guntakal,
T345,c128,p8,2024-04-25T00:00:00.000000,199,Dewas,
T346,c799,p9,2024-08-01T00:00:00.000000,299,Mysore,
T347,c897,p0,2024-01-27T00:00:00.000000,299,Guwahati,
T348,c973,p1,2024-08-13T00:00:00.000000,499,Kozhikode,
T349,c357,p9,2024-08-13T00:00:00.000000,299,Baranagar,
T350,c81,p6,2024-08-17T00:00:00.000000,249,Amaravati,
T351,c507,p8,2024-07-28T00:00:00.000000,199,South Dumdum,
T352,c13,p4,2024-09-08T00:00:00.000000,399,Yamunanagar,
T353,c416,p5,2024-07-02T00:00:00.000000,599,Muzaffarnagar,
T354,c892,p7,2024-12-26T00:00:00.000000,349,Shimoga,
T355,c689,p5,2024-06-11T00:00:00.000000,599,Tadipatri,
T356,c927,p6,2024-04-30T00:00:00.000000,249,Ghaziabad,
T357,c607,p9,2024-12-09T00:00:00.000000,299,Dewas,
T358,c365,p4,2024-08-11T00:00:00.000000,399,Tezpur,
T359,c847,p9,2024-05-11T00:00:00.000000,299,Solapur,
T360,c99,p7,2024-10-12T00:00:00.000000,349,Moradabad,
T361,c582,p6,2024-10-25T00:00:00.000000,249,Kadapa,Diwali
T362,c368,p3,2024-11-02T00:00:00.000000,149,Chinsurah,
T363,c349,p1,2024-06-14T00:00:00.000000,499,Miryalaguda,
T364,c477,p5,2024-02-22T00:00:00.000000,599,Deoghar,
T365,c184,p6,2024-05-26T00:00:00.000000,249,Bhiwani,Summer
T366,c872,p3,2024-12-12T00:00:00.000000,149,Bhagalpur,
T367,c661,p4,2024-05-23T00:00:00.000000,399,Delhi,Summer
T368,c89,p2,2024-12-22T00:00:00.000000,199,Firozabad,
T369,c601,p7,2024-10-01T00:00:00.000000,349,Kishanganj,
T370,c440,p5,2024-09-19T00:00:00.000000,599,Gandhidham,
T371,c942,p8,2024-01-20T00:00:00.000000,199,Gaya,
T372,c910,p8,2024-03-04T00:00:00.000000,199,Kavali,Holi
T373,c81,p3,2024-06-25T00:00:00.000000,149,Amaravati,
T374,c243,p5,2024-06-18T00:00:00.000000,599,Solapur,
T375,c861,p3,2024-06-13T00:00:00.000000,149,Karimnagar,
T376,c505,p0,2024-10-20T00:00:00.000000,299,Ahmedabad,
T377,c714,p1,2024-12-22T00:00:00.000000,499,Gorakhpur,
T378,c195,p6,2024-10-22T00:00:00.000000,249,Raipur,
T379,c205,p8,2024-12-18T00:00:00.000000,199,Nizamabad,
T380,c993,p9,2024-04-03T00:00:00.000000,299,Amroha,
T381,c26,p5,2024-02-14T00:00:00.000000,599,Bettiah,
T382,c797,p6,2024-02-12T00:00:00.000000,249,Deoghar,
T383,c755,p2,2024-05-19T00:00:00.000000,199,Deoghar,Summer
T384,c403,p8,2024-02-15T00:00:00.000000,199,Panihati,
T385,c851,p2,2024-03-12T00:00:00.000000,199,Gudivada,
T386,c827,p7,2024-12-03T00:00:00.000000,349,Cuttack,
T387,c69,p2,2024-12-24T00:00:00.000000,199,Naihati,
T388,c207,p1,2024-03-07T00:00:00.000000,499,Kirari Suleman Nagar,Holi
T389,c82,p5,2024-10-25T00:00:00.000000,599,Bhiwandi,Diwali
T390,c600,p5,2024-11-21T00:00:00.000000,599,Pondicherry,
T391,c397,p0,2024-06-07T00:00:00.000000,299,Nizamabad,Summer
T392,c496,p6,2024-01-04T00:00:00.000000,249,Anand,
T393,c331,p1,2024-02-23T00:00:00.000000,499,Ambattur,
T394,c271,p8,2024-06-27T00:00:00.000000,199,Siwan,Summer
T395,c775,p1,2024-09-19T00:00:00.000000,499,Firozabad,
T396,c595,p8,2024-03-17T00:00:00.000000,199,Dehri,
T397,c894,p5,2024-04-06T00:00:00.000000,599,Jorhat,
