customer_id,total_orders,total_spent,avg_order_value,first_purchase,last_purchase,customer_lifetime_days,purchase_frequency
c130,51,15099,296.05882352941177,2024-01-09T00:00:00.000000,2024-12-21T00:00:00.000000,347,0.14655172413793102
c998,66,20784,314.90909090909093,2024-01-01T00:00:00.000000,2024-12-31T00:00:00.000000,365,0.18032786885245902
c813,62,20038,323.19354838709677,2024-01-15T00:00:00.000000,2024-12-26T00:00:00.000000,346,0.1786743515850144
c350,54,14396,266.5925925925926,2024-01-01T00:00:00.000000,2024-12-17T00:00:00.000000,351,0.1534090909090909
c408,59,18741,317.64406779661016,2024-01-11T00:00:00.000000,2024-12-31T00:00:00.000000,355,0.16573033707865167
c501,48,14652,305.25,2024-01-18T00:00:00.000000,2024-12-16T00:00:00.000000,333,0.1437125748502994
c569,38,12712,334.5263157894737,2024-01-04T00:00:00.000000,2024-12-27T00:00:00.000000,358,0.10584958217270195
c919,39,14311,366.94871794871796,2024-01-07T00:00:00.000000,2024-12-11T00:00:00.000000,339,0.11470588235294117
c961,31,10819,349.0,2024-01-15T00:00:00.000000,2024-12-27T00:00:00.000000,347,0.08908045977011494
c227,43,14557,338.5348837209302,2024-01-09T00:00:00.000000,2024-12-23T00:00:00.000000,349,0.12285714285714286
c708,51,14949,293.11764705882354,2024-01-02T00:00:00.000000,2024-12-26T00:00:00.000000,359,0.14166666666666666
c610,58,17792,306.7586206896552,2024-01-02T00:00:00.000000,2024-12-21T00:00:00.000000,354,0.16338028169014085
c198,65,20385,313.61538461538464,2024-01-18T00:00:00.000000,2024-12-31T00:00:00.000000,348,0.18624641833810887
c185,62,20138,324.80645161290323,2024-01-08T00:00:00.000000,2024-12-28T00:00:00.000000,355,0.17415730337078653
c713,44,13056,296.72727272727275,2024-01-13T00:00:00.000000,2024-12-25T00:00:00.000000,347,0.12643678160919541
c994,63,18437,292.6507936507937,2024-01-01T00:00:00.000000,2024-12-30T00:00:00.000000,364,0.1726027397260274
c789,46,16154,351.17391304347825,2024-01-08T00:00:00.000000,2024-12-08T00:00:00.000000,335,0.13690476190476192
c778,66,20584,311.8787878787879,2024-01-01T00:00:00.000000,2024-12-26T00:00:00.000000,360,0.18282548476454294
c397,28,8322,297.2142857142857,2024-01-19T00:00:00.000000,2024-12-31T00:00:00.000000,347,0.08045977011494253
c313,63,20987,333.12698412698415,2024-01-02T00:00:00.000000,2024-12-20T00:00:00.000000,353,0.17796610169491525
c253,71,23329,328.5774647887324,2024-01-12T00:00:00.000000,2024-12-25T00:00:00.000000,348,0.2034383954154728
c742,37,10463,282.7837837837838,2024-01-06T00:00:00.000000,2024-12-06T00:00:00.000000,335,0.11011904761904762
c11,19,5631,296.36842105263156,2024-03-02T00:00:00.000000,2024-12-31T00:00:00.000000,304,0.06229508196721312
c168,55,17895,325.3636363636364,2024-01-04T00:00:00.000000,2024-12-28T00:00:00.000000,359,0.1527777777777778
c783,36,11514,319.8333333333333,2024-01-06T00:00:00.000000,2024-12-29T00:00:00.000000,358,0.10027855153203342
c787,56,17644,315.07142857142856,2024-01-02T00:00:00.000000,2024-12-24T00:00:00.000000,357,0.1564245810055866
c375,36,12114,336.5,2024-01-07T00:00:00.000000,2024-12-29T00:00:00.000000,357,0.1005586592178771
c698,60,18090,301.5,2024-01-04T00:00:00.000000,2024-12-16T00:00:00.000000,347,0.1724137931034483
c725,38,12512,329.2631578947368,2024-01-08T00:00:00.000000,2024-12-24T00:00:00.000000,351,0.10795454545454546
c642,33,11167,338.3939393939394,2024-01-01T00:00:00.000000,2024-12-22T00:00:00.000000,356,0.09243697478991597
c20,83,28317,341.1686746987952,2024-01-09T00:00:00.000000,2024-12-29T00:00:00.000000,355,0.23314606741573032
c159,55,17045,309.90909090909093,2024-01-05T00:00:00.000000,2024-12-14T00:00:00.000000,344,0.15942028985507245
c325,60,19890,331.5,2024-01-03T00:00:00.000000,2024-12-31T00:00:00.000000,363,0.16483516483516483
c514,79,24971,316.0886075949367,2024-01-09T00:00:00.000000,2024-12-31T00:00:00.000000,357,0.2206703910614525
c851,55,19695,358.09090909090907,2024-01-03T00:00:00.000000,2024-12-13T00:00:00.000000,345,0.15895953757225434
c739,42,12858,306.14285714285717,2024-01-01T00:00:00.000000,2024-12-29T00:00:00.000000,363,0.11538461538461539
c261,39,12411,318.2307692307692,2024-01-22T00:00:00.000000,2024-12-31T00:00:00.000000,344,0.11304347826086956
c420,71,24179,340.5492957746479,2024-01-02T00:00:00.000000,2024-12-24T00:00:00.000000,357,0.19832402234636873
c606,42,14658,349.0,2024-01-21T00:00:00.000000,2024-12-30T00:00:00.000000,344,0.12173913043478261
c929,56,19694,351.67857142857144,2024-01-01T00:00:00.000000,2024-12-29T00:00:00.000000,363,0.15384615384615385
c303,26,8024,308.61538461538464,2024-01-15T00:00:00.000000,2024-12-18T00:00:00.000000,338,0.07669616519174041
c892,91,30659,336.9120879120879,2024-01-07T00:00:00.000000,2024-12-26T00:00:00.000000,354,0.2563380281690141
c124,85,27415,322.52941176470586,2024-01-02T00:00:00.000000,2024-12-30T00:00:00.000000,363,0.23351648351648352
c222,51,18049,353.9019607843137,2024-01-23T00:00:00.000000,2024-12-25T00:00:00.000000,337,0.15088757396449703
c678,45,14005,311.22222222222223,2024-02-07T00:00:00.000000,2024-12-24T00:00:00.000000,321,0.13975155279503104
c692,58,19942,343.82758620689657,2024-01-05T00:00:00.000000,2024-12-22T00:00:00.000000,352,0.1643059490084986
c381,28,8872,316.85714285714283,2024-01-23T00:00:00.000000,2024-12-25T00:00:00.000000,337,0.08284023668639054
c28,26,8474,325.9230769230769,2024-02-22T00:00:00.000000,2024-11-26T00:00:00.000000,278,0.0931899641577061
c812,41,14259,347.780487804878,2024-02-03T00:00:00.000000,2024-12-12T00:00:00.000000,313,0.1305732484076433
c782,46,14854,322.9130434782609,2024-01-05T00:00:00.000000,2024-12-29T00:00:00.000000,359,0.12777777777777777
c909,51,18649,365.6666666666667,2024-01-24T00:00:00.000000,2024-12-24T00:00:00.000000,335,0.15178571428571427
c6,67,21783,325.1194029850746,2024-01-01T00:00:00.000000,2024-12-08T00:00:00.000000,342,0.19533527696793002
c995,25,8225,329.0,2024-01-08T00:00:00.000000,2024-12-26T00:00:00.000000,353,0.07062146892655367
c677,11,2889,262.6363636363636,2024-01-03T00:00:00.000000,2024-10-29T00:00:00.000000,300,0.036544850498338874
c79,54,16396,303.6296296296296,2024-01-08T00:00:00.000000,2024-12-20T00:00:00.000000,347,0.15517241379310345
c534,42,14208,338.2857142857143,2024-01-07T00:00:00.000000,2024-12-10T00:00:00.000000,338,0.12389380530973451
c530,59,19791,335.4406779661017,2024-01-16T00:00:00.000000,2024-12-27T00:00:00.000000,346,0.17002881844380405
c582,32,8368,261.5,2024-02-11T00:00:00.000000,2024-11-18T00:00:00.000000,281,0.11347517730496454
c438,70,23980,342.57142857142856,2024-01-06T00:00:00.000000,2024-12-18T00:00:00.000000,347,0.20114942528735633
c36,48,16202,337.5416666666667,2024-01-11T00:00:00.000000,2024-12-08T00:00:00.000000,332,0.14414414414414414
c342,36,10764,299.0,2024-01-21T00:00:00.000000,2024-12-06T00:00:00.000000,320,0.11214953271028037
c673,34,10466,307.8235294117647,2024-01-05T00:00:00.000000,2024-12-24T00:00:00.000000,354,0.09577464788732394
c714,51,17099,335.27450980392155,2024-01-02T00:00:00.000000,2024-12-23T00:00:00.000000,356,0.14285714285714285
c391,34,10666,313.70588235294116,2024-01-07T00:00:00.000000,2024-12-24T00:00:00.000000,352,0.09631728045325778
c627,55,18295,332.6363636363636,2024-01-02T00:00:00.000000,2024-12-31T00:00:00.000000,364,0.1506849315068493
c469,69,23931,346.82608695652175,2024-01-01T00:00:00.000000,2024-12-09T00:00:00.000000,343,0.2005813953488372
c748,49,15101,308.18367346938777,2024-02-20T00:00:00.000000,2024-12-28T00:00:00.000000,312,0.15654952076677317
c3,89,28811,323.7191011235955,2024-01-01T00:00:00.000000,2024-12-30T00:00:00.000000,364,0.24383561643835616
c883,42,13108,312.0952380952381,2024-01-03T00:00:00.000000,2024-12-18T00:00:00.000000,350,0.11965811965811966
c245,48,13902,289.625,2024-01-28T00:00:00.000000,2024-12-11T00:00:00.000000,318,0.15047021943573669
c596,37,10913,294.94594594594594,2024-01-15T00:00:00.000000,2024-12-24T00:00:00.000000,344,0.1072463768115942
c430,42,12258,291.85714285714283,2024-02-15T00:00:00.000000,2024-12-06T00:00:00.000000,295,0.14189189189189189
c577,60,19340,322.3333333333333,2024-01-11T00:00:00.000000,2024-12-27T00:00:00.000000,351,0.17045454545454544
c727,42,13758,327.57142857142856,2024-01-04T00:00:00.000000,2024-12-27T00:00:00.000000,358,0.116991643454039
c707,60,19640,327.3333333333333,2024-01-02T00:00:00.000000,2024-12-21T00:00:00.000000,354,0.16901408450704225
c191,44,12256,278.54545454545456,2024-01-06T00:00:00.000000,2024-12-24T00:00:00.000000,353,0.12429378531073447
c914,24,8776,365.6666666666667,2024-01-28T00:00:00.000000,2024-12-02T00:00:00.000000,309,0.07741935483870968
c355,59,19691,333.7457627118644,2024-01-16T00:00:00.000000,2024-12-16T00:00:00.000000,335,0.17559523809523808
c320,31,11019,355.4516129032258,2024-02-01T00:00:00.000000,2024-12-27T00:00:00.000000,330,0.09365558912386707
c219,47,15503,329.8510638297872,2024-01-08T00:00:00.000000,2024-12-14T00:00:00.000000,341,0.13742690058479531
c284,48,16902,352.125,2024-01-22T00:00:00.000000,2024-12-28T00:00:00.000000,341,0.14035087719298245
c996,63,22887,363.2857142857143,2024-01-16T00:00:00.000000,2024-12-17T00:00:00.000000,336,0.18694362017804153
c645,84,25366,301.9761904761905,2024-01-02T00:00:00.000000,2024-12-30T00:00:00.000000,363,0.23076923076923078
c623,14,4636,331.14285714285717,2024-01-22T00:00:00.000000,2024-12-15T00:00:00.000000,328,0.0425531914893617
c478,83,29767,358.6385542168675,2024-01-03T00:00:00.000000,2024-12-29T00:00:00.000000,361,0.2292817679558011
c302,34,12166,357.8235294117647,2024-01-06T00:00:00.000000,2024-11-20T00:00:00.000000,319,0.10625
c433,30,9920,330.6666666666667,2024-02-09T00:00:00.000000,2024-12-25T00:00:00.000000,320,0.09345794392523364
c869,31,9719,313.51612903225805,2024-01-03T00:00:00.000000,2024-11-24T00:00:00.000000,326,0.09480122324159021
c978,26,8774,337.46153846153845,2024-02-10T00:00:00.000000,2024-12-31T00:00:00.000000,325,0.07975460122699386
c53,58,17192,296.41379310344826,2024-01-01T00:00:00.000000,2024-12-25T00:00:00.000000,359,0.16111111111111112
c891,66,21834,330.8181818181818,2024-01-03T00:00:00.000000,2024-12-29T00:00:00.000000,361,0.18232044198895028
c105,61,20239,331.78688524590166,2024-01-21T00:00:00.000000,2024-12-15T00:00:00.000000,329,0.18484848484848485
c814,83,26717,321.89156626506025,2024-01-06T00:00:00.000000,2024-12-20T00:00:00.000000,349,0.23714285714285716
c872,34,11216,329.88235294117646,2024-01-07T00:00:00.000000,2024-12-29T00:00:00.000000,357,0.09497206703910614
c849,71,22579,318.01408450704224,2024-01-08T00:00:00.000000,2024-12-21T00:00:00.000000,348,0.2034383954154728
c745,60,18340,305.6666666666667,2024-01-06T00:00:00.000000,2024-12-18T00:00:00.000000,347,0.1724137931034483
c301,51,17999,352.921568627451,2024-01-05T00:00:00.000000,2024-12-25T00:00:00.000000,355,0.14325842696629212
c65,39,13361,342.5897435897436,2024-01-10T00:00:00.000000,2024-12-29T00:00:00.000000,354,0.10985915492957747
